"...1","Identificador","ual_prov","ual_estr","ual_segm","al_ncues","fp_numt","fp_numl","rc_clacul","fp_k704","fp_k705","fp_k706ha","fp_k707ha","fp_k708","fp_k709","fp_k710","fp_k711","fp_k712","fp_venmernac","fp_venmerint","fp_prepasuelo","fp_poda","fp_tutoreo","fp_despunte","fp_riego","fp_superf_regada_ha","fp_porc_surc","fp_porc_aspe","fp_porc_micr","fp_porc_gote","fp_porc_nebu","fp_porc_otro","fp_obsmetrie","fp_aferti","fp_forg","fp_cant1_fo","fp_umed1_fo","fp_cant2_fo","fp_umed2_fo","fp_cant3_fo","fp_umed3_fo","fp_fqui","fp_cantidad_npk_fq","fp_umed_npk_fq","fp_cantidad_nit_fq","fp_umed_nit_fq","fp_cantidad_fq","fp_umed_fq","fp_cantidad_pot_fq","fp_umed_pot_fq","fp_afito","fp_porg","fp_cantidad_po","fp_umedida_po","fp_pqui","fp_cantidad_her_pq","fp_umed_her_pq","fp_color_her_pq","fp_cantidad_ins_pq","fp_umed_ins_pq","fp_color_ins_pq","fp_cantidad_fun_pq","fp_umed_fun_pq","fp_color_fun_pq","fp_cantidad_pq","fp_umed_pq","fp_color_pq","fp_trabocacont","fp_trabfami","fp_clacu","fp_full_tabaco","fp_tabaco","fp_Bonche","fp_Bouquet","fp_tn","fact_exp_fin"
202,"17045001092260022","17","01","09226","0022",1,1,716,1,0,0.2,0.2,24000,29160,3,1166,25,100,NA,1,1,1,1,1,0.2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,12,1,1,120,2,450,2,NA,NA,130,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,4,2,3,NA,NA,NA,1,1,716,NA,NA,1166,NA,1,30.9966067656019
203,"17045001092300006","17","01","09230","0006",1,1,716,1,2,0.12,0.12,7000,91000,3,3640,25,30,70,1,1,1,1,1,0.12,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,1.4,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,0.05,5,2,12.7,5,4,3.38,2,3,NA,NA,NA,NA,NA,716,NA,NA,3640,NA,1,74.4372244619832
204,"17045001092300006","17","01","09230","0006",2,2,716,1,4,0.22,0.22,12800,192000,3,7680,25,30,70,1,1,1,1,1,0.22,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,2.6,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,0.1,5,2,23.29,5,4,6.21,2,3,NA,NA,NA,NA,NA,716,NA,NA,7680,NA,1,77.2669258805665
205,"17045001092300007","17","01","09230","0007",1,1,716,1,6,0.35,0.35,19800,257400,3,10296,25,20,80,1,1,1,1,1,0.35,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,22,2,NA,NA,1,48,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,18,5,4,NA,NA,NA,NA,NA,NA,NA,NA,716,NA,NA,10296,NA,1,65.5984225562422
206,"17045001092300008","17","01","09230","0008",2,1,716,1,8,0.3,0.3,20000,192000,3,7680,25,50,50,2,1,1,1,1,0.3,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,60,3,NA,NA,1,24,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,NA,NA,7680,NA,1,68.6577704024654
207,"17045001092300009","17","01","09230","0009",1,1,716,1,3,3.5,3.5,332500,1500000,3,58800,25,8,92,1,1,1,1,1,3.5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,1.68,4,NA,NA,1,NA,NA,960,2,4000,2,1800,2,1,1,400,5,1,NA,NA,NA,10,5,4,400,5,4,NA,NA,NA,NA,NA,716,NA,NA,58800,NA,1,0
208,"17045001092300010","17","01","09230","0010",1,1,716,1,7,0.26,0.26,20000,25000,3,950,25,10,90,1,1,1,1,1,0.26,NA,NA,NA,50,50,NA,NA,1,1,NA,NA,NA,NA,240,1,1,NA,NA,40,2,NA,NA,25,2,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,5,1,4,NA,NA,NA,NA,NA,716,NA,NA,950,NA,1,75.0483266468732
209,"17045001092300011","17","01","09230","0011",2,2,716,1,6,0.3,0.3,10000,42000,3,1680,25,60,40,1,1,1,1,1,0.3,NA,NA,NA,100,NA,NA,NA,1,1,150,3,NA,NA,NA,NA,1,152.96,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,1.01,5,4,25.35,2,3,NA,NA,NA,NA,NA,716,NA,NA,1680,NA,1,77.4532014758804
210,"17045001095280003","17","01","09528","0003",6,1,716,1,8,0.2,0.2,18000,86400,3,3456,25,15,85,1,1,1,1,1,0.2,NA,NA,NA,100,NA,NA,NA,1,1,20,3,NA,NA,16,1,1,83.47,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,1.54,5,2,0.77,2,4,NA,NA,NA,NA,NA,716,NA,NA,3456,NA,1,86.2458206616196
211,"17045001095280004","17","01","09528","0004",2,1,716,1,0,0.07,0.07,6000,3000,3,120,25,100,NA,2,2,2,2,1,0.07,NA,NA,NA,100,NA,NA,NA,1,1,5,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,0.64,5,4,NA,NA,NA,NA,NA,NA,NA,NA,716,NA,NA,120,NA,1,128.96610444937
212,"17045001095280008","17","01","09528","0008",1,1,716,1,2,0.73,0.73,62000,4e+05,3,16000,25,20,80,1,1,1,1,1,0.73,NA,NA,NA,100,NA,NA,NA,1,1,28000,2,7680,2,19200,1,1,320,2,100,2,NA,NA,50,2,1,1,3.6,5,1,2,5,4,4,5,2,30,5,2,56,5,3,NA,NA,716,NA,NA,16000,NA,1,10.2815082350455
213,"17045001095280008","17","01","09528","0008",2,2,716,1,10,0.8,0.8,67000,420000,3,16500,25,20,80,1,1,1,1,1,0.8,NA,NA,NA,100,NA,NA,NA,1,1,31500,2,8640,2,21600,1,1,360,2,110,2,NA,NA,50,2,1,1,3.6,5,1,2.2,5,4,4,5,2,30,5,2,59,5,3,NA,NA,716,NA,NA,16500,NA,1,0.115520931222824
214,"17045001095280013","17","01","09528","0013",1,1,716,1,3,0.4,0.4,39130,216000,3,8467,25,15,85,1,1,1,1,1,0.4,NA,NA,NA,50,50,NA,NA,1,1,20,3,20,1,NA,NA,1,NA,NA,1000,2,200,2,10,1,1,2,NA,NA,1,NA,NA,NA,5,5,3,25,2,3,NA,NA,NA,NA,NA,716,NA,NA,8467,NA,1,4.84673120417495
215,"17045063000993497","17","63","00099","3497",1,1,716,1,12,1.4,1.4,95330,1132906,1,3776,270,NA,100,1,1,1,1,1,1.4,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,611676,2,NA,NA,1,NA,NA,12826,2,78,2,7036,2,1,1,141,5,1,NA,NA,NA,35,2,4,173,2,4,30,2,4,NA,NA,716,3776,NA,NA,NA,1,1
216,"17045063000993497","17","63","00099","3497",2,2,716,1,24,1,1,72042,856147,1,2854,270,NA,100,1,1,1,1,1,1,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,436912,2,NA,NA,1,NA,NA,9162,2,56,2,5026,2,1,1,100,5,1,NA,NA,NA,25,2,4,123,2,4,22,2,4,NA,NA,716,2854,NA,NA,NA,1,1
217,"17045063000993497","17","63","00099","3497",3,3,716,1,30,16.8,16.8,1179399,13566005,1,45220,270,NA,100,1,1,1,1,1,16.8,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,7340113,2,NA,NA,1,NA,NA,153912,2,942,2,84438,2,1,1,1685,5,1,NA,NA,NA,425,2,4,2072,2,4,363,2,4,NA,NA,716,45220,NA,NA,NA,1,1
218,"17045063000993500","17","63","00099","3500",1,1,716,1,6,0.4,0.4,22937,335456,1,1118,270,NA,100,1,1,1,1,1,0.4,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,261051,2,NA,NA,1,NA,NA,2894,2,41,2,649,2,1,1,35,5,1,NA,NA,NA,8,2,4,53,2,4,1,2,4,NA,NA,716,1118,NA,NA,NA,1,1
219,"17045063000993500","17","63","00099","3500",2,2,716,1,12,0.2,0.2,90702,952885,1,3176,270,NA,100,1,1,1,1,1,0.2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,130526,2,NA,NA,1,NA,NA,1447,2,20,2,324,2,1,1,17,5,1,NA,NA,NA,4,2,4,27,2,4,0.5,2,4,NA,NA,716,3176,NA,NA,NA,1,1
220,"17045063000993500","17","63","00099","3500",3,3,716,1,25,7.8,7.8,715715,7106938,1,23690,270,NA,100,1,1,1,1,1,7.8,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,5090498,2,NA,NA,1,NA,NA,56438,2,791,2,12641,2,1,1,672,5,1,NA,NA,NA,155,2,4,1041,2,4,17,2,4,NA,NA,716,23690,NA,NA,NA,1,1
221,"17045063000993510","17","63","00099","3510",1,1,716,1,6,16.1,16.1,1191557,3723764,1,12413,270,NA,100,1,1,1,1,1,16.1,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,14643347.35,2,NA,NA,1,NA,NA,154919.35,2,4437.48,2,84438.7,2,1,1,1727.53,5,1,NA,NA,NA,335.81,2,4,2448.17,2,4,207.37,2,4,NA,NA,716,12413,NA,NA,NA,1,1
222,"17045063000993510","17","63","00099","3510",2,2,716,1,12,4.1,4.1,304698,952218,1,3174,270,NA,100,1,1,1,1,1,4.1,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,3729051.19,2,NA,NA,1,NA,NA,39451.51,2,1130.04,2,21503.02,2,1,1,439.93,5,1,NA,NA,NA,90.61,2,4,623.45,2,4,52.81,2,4,NA,NA,716,3174,NA,NA,NA,1,1
223,"17045063000993510","17","63","00099","3510",3,3,716,1,25,3.1,3.1,227364,527598,1,1759,270,NA,100,1,1,1,1,1,3.1,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,2819526.51,2,NA,NA,1,NA,NA,29829.19,2,854.42,2,16258.38,2,1,1,332.63,5,1,NA,NA,NA,68.51,2,4,471.39,2,4,39.93,2,4,NA,NA,716,1759,NA,NA,NA,1,1
224,"17045063000993523","17","63","00099","3523",1,1,716,1,15,3,3,248446,2704000,2,9734,250,8,92,1,1,1,1,1,3,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,259.2,1,1,NA,NA,40.7,4,13.38,4,NA,NA,1,1,70,5,1,NA,NA,NA,14.4,5,3,48,5,4,12,2,3,NA,NA,716,NA,9734,NA,NA,1,1
225,"17045063000993523","17","63","00099","3523",2,2,716,1,14,2,2,145000,1582000,2,5695,250,8,92,1,1,1,1,1,2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,172.8,1,1,NA,NA,23.8,4,8.92,4,NA,NA,1,1,48,5,1,NA,NA,NA,9.6,5,3,32,5,4,8,2,3,NA,NA,716,NA,5695,NA,NA,1,1
226,"17045063000993523","17","63","00099","3523",3,3,716,1,13,2,2,168187,1816000,2,6538,250,8,92,1,1,1,1,1,2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,172.8,1,1,NA,NA,23.8,4,8.92,4,NA,NA,1,1,48,5,1,NA,NA,NA,9.6,5,3,32,5,4,8,2,3,NA,NA,716,NA,6538,NA,NA,1,1
227,"17045063000993523","17","63","00099","3523",4,4,716,1,12,2,2,199960,2159568,2,7774,250,8,92,1,1,1,1,1,2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,172.8,1,1,NA,NA,23.8,4,8.92,4,NA,NA,1,1,48,5,1,NA,NA,NA,9.6,5,3,32,5,4,8,2,3,NA,NA,716,NA,7774,NA,NA,1,1
228,"17045063000993523","17","63","00099","3523",5,5,716,1,11,1.5,1.5,78427,847000,2,3049,250,8,92,1,1,1,1,1,1.5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,129.6,1,1,NA,NA,22.85,4,6.69,4,NA,NA,1,1,36,5,1,NA,NA,NA,7.2,5,3,24,5,4,6,2,3,NA,NA,716,NA,3049,NA,NA,1,1
229,"17045063000993523","17","63","00099","3523",6,6,716,1,10,1.5,1.5,74584,805507,2,2900,250,8,92,1,1,1,1,1,1.5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,129.6,1,1,NA,NA,22.85,4,6.69,4,NA,NA,1,1,36,5,1,NA,NA,NA,7.2,5,3,24,5,4,6,2,3,NA,NA,716,NA,2900,NA,NA,1,1
230,"17045063000993523","17","63","00099","3523",7,7,716,1,9,1.5,1.5,136572,1479977,2,5328,250,8,92,1,1,1,1,1,1.5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,129.6,1,1,NA,NA,22.85,4,6.69,4,NA,NA,1,1,36,5,1,NA,NA,NA,7.2,5,3,24,5,4,6,2,3,NA,NA,716,NA,5328,NA,NA,1,1
231,"17045063000993523","17","63","00099","3523",8,8,716,1,8,1.5,1.5,740781,807000,2,2905,250,8,92,1,1,1,1,1,1.5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,NA,NA,129.6,1,1,NA,NA,22.85,4,6.69,4,NA,NA,1,1,36,5,1,NA,NA,NA,7.2,5,3,24,5,4,6,2,3,NA,NA,716,NA,2905,NA,NA,1,1
232,"17045063000993525","17","63","00099","3525",1,1,716,1,10,2.9,2.9,192345,2257525,4,185587,12,8,92,1,1,1,1,1,2.9,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,54480,2,NA,NA,1,NA,NA,17699.54,2,608.19,2,3624.86,2,1,1,163.39,5,1,NA,NA,NA,95.29,5,4,204.22,5,4,204.22,5,4,NA,NA,716,NA,NA,NA,185587,1,1
233,"17045063000993531","17","63","00099","3531",1,1,716,1,10,2,2,172634,1271901,1,4028,300,12,88,1,1,1,1,1,2,NA,NA,NA,100,NA,NA,NA,1,1,9363,2,468129,2,4681,1,1,NA,NA,17210,2,1912,2,8657,2,1,2,NA,NA,1,NA,NA,NA,58,5,4,50,5,4,96,5,2,NA,NA,716,4028,NA,NA,NA,1,1
234,"17045063000993531","17","63","00099","3531",2,2,716,1,4,1.1,1.1,94948,728099,1,2306,300,12,88,1,1,1,1,1,1,NA,NA,NA,100,NA,NA,NA,1,1,5149,2,257471,2,2575,1,1,NA,NA,9466,2,1052,2,4927,2,1,2,NA,NA,1,NA,NA,NA,32,5,4,28,5,4,53,5,2,NA,NA,716,2306,NA,NA,NA,1,1
235,"17045063000993536","17","63","00099","3536",1,1,716,1,10,1.5,1.5,8124,97488,2,284,312,9,91,1,1,1,1,1,1.5,NA,NA,NA,100,NA,NA,NA,1,1,1.4,4,NA,NA,193.5,1,1,NA,NA,1.78,4,0.12,4,0.81,4,1,2,NA,NA,1,0.14,5,4,NA,NA,NA,41.85,5,4,63.45,5,4,NA,NA,716,NA,284,NA,NA,1,1
236,"17045063000993536","17","63","00099","3536",2,2,716,1,6,1.4,1.4,6288,90432,2,264,312,9,91,1,1,1,1,1,1.4,NA,NA,NA,100,NA,NA,NA,1,1,1.3,4,NA,NA,180.6,1,1,NA,NA,1.66,4,0.11,4,0.76,4,1,2,NA,NA,1,0.13,5,4,NA,NA,NA,39.06,5,4,59.22,5,4,NA,NA,716,NA,264,NA,NA,1,1
237,"17045063000993536","17","63","00099","3536",3,3,716,1,4,0.94,0.94,7727,92724,2,270,312,9,91,1,1,1,1,1,0.94,NA,NA,NA,100,NA,NA,NA,1,1,0.87,4,NA,NA,121.26,1,1,NA,NA,1.12,4,0.07,4,0.51,4,1,2,NA,NA,1,0.08,5,4,NA,NA,NA,26.23,5,4,39.76,5,4,NA,NA,716,NA,270,NA,NA,1,1
238,"17045063000993536","17","63","00099","3536",4,4,716,1,3,0.58,0.58,4312,41395,2,121,312,9,91,1,1,1,1,1,0.58,NA,NA,NA,100,NA,NA,NA,1,1,0.54,4,NA,NA,74.82,1,1,NA,NA,0.69,4,0.04,4,0.31,4,1,2,NA,NA,1,0.05,5,4,NA,NA,NA,16.18,5,4,24.53,5,4,NA,NA,716,NA,121,NA,NA,1,1
239,"17045063000993536","17","63","00099","3536",5,5,716,1,1,0.32,0.32,2816,33792,2,99,312,9,91,1,1,1,1,1,0.32,NA,NA,NA,100,NA,NA,NA,1,1,0.3,4,NA,NA,41.28,1,1,NA,NA,0.38,4,0.02,4,0.17,4,1,2,NA,NA,1,0.03,5,4,NA,NA,NA,8.91,5,4,13.54,5,4,NA,NA,716,NA,99,NA,NA,1,1
240,"17045063000993536","17","63","00099","3536",6,6,716,1,1,0.98,0.98,8000,72320,2,211,312,9,91,1,1,1,1,1,0.98,NA,NA,NA,100,NA,NA,NA,1,1,0.91,4,NA,NA,126.42,1,1,NA,NA,1.16,4,0.08,4,0.53,4,1,2,NA,NA,1,0.09,5,4,NA,NA,NA,26.34,5,4,41.45,5,4,NA,NA,716,NA,211,NA,NA,1,1
241,"17045063000993536","17","63","00099","3536",7,7,716,1,1,0.78,0.78,4175,56728,2,165,312,9,91,1,1,1,1,1,0.78,NA,NA,NA,100,NA,NA,NA,1,1,0.71,4,NA,NA,100.62,1,1,NA,NA,0.93,4,0.06,4,0.42,4,1,2,NA,NA,1,0.07,5,4,NA,NA,NA,21.76,5,4,32.99,5,4,NA,NA,716,NA,165,NA,NA,1,1
242,"17045063000993536","17","63","00099","3536",8,8,716,1,1,3.33,3.33,27741,233448,2,681,312,9,91,1,1,1,1,1,3.33,NA,NA,NA,100,NA,NA,NA,1,1,3.01,4,NA,NA,429.57,1,1,NA,NA,3.96,4,0.26,4,1.8,4,1,2,NA,NA,1,0.3,5,4,NA,NA,NA,92.91,5,4,140.85,5,4,NA,NA,716,NA,681,NA,NA,1,1
243,"17045063000993536","17","63","00099","3536",9,9,716,1,0,1.04,1.04,7446,76631,2,224,312,9,91,1,1,1,1,1,1.04,NA,NA,NA,100,NA,NA,NA,1,1,0.96,4,NA,NA,134.16,1,1,NA,NA,1.24,4,0.8,4,0.56,4,1,2,NA,NA,1,0.09,5,4,NA,NA,NA,29.01,5,4,43.99,5,4,NA,NA,716,NA,224,NA,NA,1,1
244,"17045063000993536","17","63","00099","3536",10,10,716,1,0,2.76,2.76,25061,151756,2,443,312,9,91,1,1,1,1,1,2.76,NA,NA,NA,100,NA,NA,NA,1,1,2.57,4,NA,NA,356.01,1,1,NA,NA,3.28,4,0.22,4,1.49,4,1,2,NA,NA,1,0.25,5,4,NA,NA,NA,77,5,4,116.75,5,4,NA,NA,716,NA,443,NA,NA,1,1
245,"17045063000993536","17","63","00099","3536",11,11,716,1,1,2.01,2.01,12575,80136,2,234,312,9,91,1,1,1,1,1,2.01,NA,NA,NA,100,NA,NA,NA,1,1,1.87,4,NA,NA,259.24,1,1,NA,NA,2.39,4,0.16,4,1.24,4,1,2,NA,NA,1,0.18,5,4,NA,NA,NA,56.08,5,4,85.02,5,4,NA,NA,716,NA,234,NA,NA,1,1
246,"17045063000993536","17","63","00099","3536",12,12,716,1,0,2.29,2.29,18557,196567,2,573,312,9,91,1,1,1,1,1,2.29,NA,NA,NA,100,NA,NA,NA,1,1,2.13,4,NA,NA,295.41,1,1,NA,NA,2.43,4,0.18,4,1.49,4,1,2,NA,NA,1,0.21,5,4,NA,NA,NA,63.89,5,4,96.87,5,4,NA,NA,716,NA,573,NA,NA,1,1
247,"17045063000993536","17","63","00099","3536",13,13,716,1,0,2.77,2.77,21650,233020,2,680,312,9,91,1,1,1,1,1,2.77,NA,NA,NA,100,NA,NA,NA,1,1,2.56,4,NA,NA,357.33,1,1,NA,NA,3.29,4,0.21,4,1.49,4,1,2,NA,NA,1,0.25,5,4,NA,NA,NA,77.28,5,4,117.17,5,4,NA,NA,716,NA,680,NA,NA,1,1
248,"17045063000993536","17","63","00099","3536",14,14,716,1,0,1.34,1.34,10402,156030,2,455,312,9,91,1,1,1,1,1,1.34,NA,NA,NA,100,NA,NA,NA,1,1,1.25,4,NA,NA,172.86,1,1,NA,NA,1.59,4,0.1,4,0.72,4,1,2,NA,NA,1,0.12,5,4,NA,NA,NA,37.39,5,4,56.67,5,4,NA,NA,716,NA,455,NA,NA,1,1
249,"17045063000993536","17","63","00099","3536",15,15,716,1,0,0.68,0.68,5573,60983,2,178,312,9,91,1,1,1,1,1,0.63,NA,NA,NA,100,NA,NA,NA,1,1,0.63,4,NA,NA,87.77,1,1,NA,NA,0.91,4,0.05,4,0.37,4,1,2,NA,NA,1,0.06,5,4,NA,NA,NA,18.97,5,4,28.76,5,4,NA,NA,716,NA,178,NA,NA,1,1
250,"17045063000993537","17","63","00099","3537",1,1,716,1,15,11.34,11.34,849216,6842217,3,260004,25,10,90,1,1,1,1,1,11.34,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,18000,2,NA,NA,1,NA,NA,39000,2,3000,2,20000,2,1,1,3000,5,1,NA,NA,NA,2530,5,3,1363,5,3,100,5,2,8,NA,716,NA,NA,260004,NA,1,1
251,"17045063000993565","17","63","00099","3565",1,1,716,1,5,13.56,13.56,1091570,8800000,3,292160,25,NA,100,1,1,1,1,1,13.56,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,1800,4,NA,NA,1,NA,NA,96,4,5,4,47,4,1,1,298,5,1,NA,NA,NA,220,5,4,2699,5,4,730,5,4,NA,NA,716,NA,NA,292160,NA,1,1
252,"17045063000993566","17","63","00099","3566",1,1,716,1,2,3,3,280000,2640000,3,100320,25,10,90,1,1,1,1,1,3,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,1277460,2,NA,NA,1,NA,NA,29660,2,232,2,17420,2,1,1,290,5,1,NA,NA,NA,46,2,4,245,2,4,26,2,4,NA,NA,716,NA,NA,100320,NA,1,1
253,"17045063000993567","17","63","00099","3567",1,1,716,1,2,3,3,240000,2400000,4,760000,3,NA,100,1,1,1,1,1,3,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,150,4,NA,NA,1,NA,NA,12,4,1.2,4,9,4,1,1,1500,5,1,NA,NA,NA,3000,5,4,4500,5,4,3000,5,4,10,NA,716,NA,NA,NA,760000,1,1
254,"17045063000993567","17","63","00099","3567",2,2,716,1,5,15,15,1200000,1.5e+07,4,4750000,3,NA,100,1,1,1,1,1,15,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,750,4,NA,NA,1,NA,NA,60,4,6,4,45,4,1,1,7500,5,1,NA,NA,NA,15000,5,4,22500,5,4,15000,5,4,20,NA,716,NA,NA,NA,4750000,1,1
255,"17045063000993567","17","63","00099","3567",3,3,716,1,13,2,2,160000,2240000,4,709333,3,NA,100,1,1,1,1,1,2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,100,4,NA,NA,1,NA,NA,8,4,0.8,4,6,4,1,1,1000,5,1,NA,NA,NA,2000,5,4,3000,5,4,2000,5,4,10,NA,716,NA,NA,NA,709333,1,1
256,"17045063000993571","17","63","00099","3571",1,1,716,1,3,3.5,3.5,332500,1500000,3,58800,25,8,92,1,1,1,1,1,3.5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,1.68,4,NA,NA,1,NA,NA,960,2,4000,2,1800,2,1,1,400,5,1,NA,NA,NA,10,5,4,400,5,4,NA,NA,NA,NA,NA,716,NA,NA,58800,NA,1,1
257,"17045063000993584","17","63","00099","3584",1,1,716,1,7,2,2,160000,350000,3,12880,25,NA,100,1,1,1,1,1,2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,2,4,NA,NA,1,NA,NA,13600,2,600,2,4500,2,1,1,48,5,1,NA,NA,NA,480,5,4,384,5,4,384,5,4,NA,NA,716,NA,NA,12880,NA,1,1
258,"17045063000993586","17","63","00099","3586",1,1,716,1,6,0.3,0.3,17628,219250,1,731,270,NA,100,1,1,1,1,1,0.3,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,236961,2,NA,NA,1,NA,NA,2450,2,99,2,677,2,1,1,36,5,1,NA,NA,NA,4,2,4,61,2,4,12,2,4,NA,NA,716,731,NA,NA,NA,1,1
259,"17045063000993586","17","63","00099","3586",2,2,716,1,12,12.3,12.3,843318,10488608,1,34962,270,NA,100,1,1,1,1,1,12.3,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,9715409,2,NA,NA,1,NA,NA,100450,2,4063,2,27768,2,1,1,1465,5,1,NA,NA,NA,158,2,4,2493,2,4,486,2,4,NA,NA,716,34962,NA,NA,NA,1,1
260,"17045063000993586","17","63","00099","3586",3,3,716,1,25,20.4,20.4,1399130,15790579,1,52635,270,NA,100,1,1,1,1,1,20.4,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,16113360,2,NA,NA,1,NA,NA,166600,2,6738,2,46055,2,1,1,2429,5,1,NA,NA,NA,263,2,4,4136,2,4,805,2,4,NA,NA,716,52635,NA,NA,NA,1,1
261,"17045063000993615","17","63","00099","3615",1,1,716,1,8,1.15,1.15,1e+05,7e+05,3,27160,25,100,NA,1,1,1,1,1,1.15,NA,NA,NA,100,NA,NA,NA,1,1,480,3,480,3,NA,NA,1,NA,NA,12000,2,960,2,4320,2,1,2,NA,NA,1,NA,NA,NA,96,5,2,144,5,3,144,5,3,NA,NA,716,NA,NA,27160,NA,1,1
262,"17045063000993618","17","63","00099","3618",1,1,716,1,6,15.5,15.5,1317500,14000200,2,65800,200,9,91,1,1,1,1,1,15.5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,915,4,1718,1,1,NA,NA,85,4,NA,NA,55,4,1,1,912,5,1,NA,NA,NA,295.5,5,4,3829.5,2,4,866,5,4,NA,NA,716,NA,65800,NA,NA,1,1
263,"17045063000993620","17","63","00099","3620",1,1,716,1,9,14,14,3080000,10000200,2,39200,250,8,92,1,1,1,1,1,14,NA,NA,NA,100,NA,NA,NA,1,1,112,4,115.5,3,NA,NA,1,NA,NA,105000,2,NA,NA,472,2,1,1,1680,5,1,NA,NA,NA,273,5,2,700,5,3,61,5,2,NA,NA,716,NA,39200,NA,NA,1,1
264,"17045063000993704","17","63","00099","3704",1,1,716,1,10,0.2,0.2,11000,106040,1,325,300,NA,100,1,1,1,1,1,0.2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,2450,2,NA,NA,1,NA,NA,600,2,30,2,125,2,1,1,2,5,1,NA,NA,NA,15,5,4,20,5,4,50,5,4,NA,NA,716,325,NA,NA,NA,1,1
265,"17045063000993704","17","63","00099","3704",2,2,716,1,5,3.8,3.8,209000,2014760,1,6179,300,NA,100,1,1,1,1,1,3.8,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,46550,2,NA,NA,1,NA,NA,11400,2,570,2,2375,2,1,1,38,5,1,NA,NA,NA,285,5,4,380,5,4,150,5,4,NA,NA,716,6179,NA,NA,NA,1,1
266,"17045063000993705","17","63","00099","3705",1,1,716,1,10,2,2,120000,1704000,2,6134,250,NA,100,1,1,1,1,1,2,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,84000,2,2429,1,1,NA,NA,18273,2,1515,2,3497,2,1,1,787,5,1,NA,NA,NA,131,2,3,291,2,3,NA,NA,NA,NA,NA,716,NA,6134,NA,NA,1,1
267,"17045063000993705","17","63","00099","3705",2,2,716,1,5,5,5,4e+05,6320000,2,22752,250,NA,100,1,1,1,1,1,5,NA,NA,NA,100,NA,NA,NA,1,1,NA,NA,210000,2,6071,1,1,NA,NA,45681,2,3789,2,8743,2,1,1,1967,5,1,NA,NA,NA,328,2,3,729,2,3,NA,NA,NA,NA,NA,716,NA,22752,NA,NA,1,1
